customer_id,loss_chasing_score,late_night_session_pct,avg_session_mins,deposit_freq_7d,deposit_amount_increase_pct,withdrawal_reversal_count,consecutive_days_played,net_loss_30d,reality_check_dismissal_rate,high_volatility_game_pct,stake_variance_norm,rg_tool_usage,time_since_break_days,sessions_per_day,bet_count_7d,at_risk
PLY-00049,0.1397524836093098,0.24668037722614733,67.16859117265149,2,85.19650356015907,4,38,227.39637865852492,0.27997768715614324,0.0071711050522699216,0.6616358681905152,0,13,3.4304482265185996,72,0
PLY-00050,0.19990820247510832,0.6678491588479863,177.9000661185985,3,86.36820394218702,0,19,143.93070024539128,0.8634919175632179,0.8842100415650043,0.6085630229990148,1,0,5.586030652449547,1,0
PLY-00051,0.007362269751005512,0.12936280345827444,12.759177578220145,1,55.31986315377873,3,37,32.17449108746467,0.24028456335798487,0.6712804288995956,0.6496489072117452,1,7,1.6789967736885956,64,0
PLY-00052,0.7869243775021384,0.2751525256017133,86.9263483591453,3,34.403716825915374,0,48,175.11509828394313,0.8398742827317391,0.2983297651327481,0.799164362078251,0,10,5.60487148903422,67,0
PLY-00053,0.6648508565920321,0.13865449623341952,153.25128569209335,2,51.92261042882962,4,26,88.04871463419606,0.07854496383245724,0.2211614192073046,0.7101913948011042,1,56,0.6723757280292053,6,0
PLY-00054,0.7051653786263351,0.2835207665992292,65.06321466227904,7,29.24677048065638,5,26,331.0441341285059,0.1599275918684313,0.6830766011577799,0.7917749207051915,0,10,4.730618048431921,18,1
PLY-00055,0.7807290310219679,0.6747365473492779,91.56574546837606,7,79.91074484399395,4,19,439.5019424013597,0.38098458390190815,0.9195320647852825,0.14559763828353134,0,9,5.558174718913609,58,1
PLY-00056,0.45891577553833995,0.9103269101852525,176.2677767839566,0,49.827915871033014,5,44,151.37742912282616,0.8540555127981793,0.2991390910521107,0.6776737327105403,1,51,2.6672870504259123,73,1
PLY-00057,0.5687411959528937,0.20252240792418597,90.72906220086966,5,92.58421788774506,1,36,166.4413127070233,0.14458536512678244,0.3215591093867818,0.7370219123255332,1,53,0.90186952847397,62,0
PLY-00058,0.13979699812765745,0.5420790349507192,32.256623064904836,5,62.26913443560438,5,31,335.18225191450585,0.8754382397942415,0.8542407251937729,0.2999664324968345,0,12,4.925671423215405,42,1
PLY-00059,0.11453007353597344,0.7013911012434323,18.79265358328648,3,51.431933311468335,3,1,74.63571712061817,0.22973152661279372,0.8933758158837523,0.8745773278432823,0,39,5.135756706304543,48,0
PLY-00060,0.6684029617904717,0.9529224684855657,170.72081731479125,4,71.10693539776523,4,6,464.71871333884957,0.45250839859452874,0.9140365668297785,0.3047116033027004,0,32,2.3494156339364944,42,1
PLY-00061,0.4710962061431325,0.6100604828871738,55.187600256761165,7,50.39329644302343,4,0,181.92339051274155,0.35273440426033775,0.2931542080066948,0.2438321193764973,1,35,3.3522630712724837,46,0
PLY-00062,0.5652361064811888,0.2551069310273807,95.69086411597365,3,90.45063504194472,3,51,50.59972296338733,0.11812622661452354,0.1203125675963489,0.8670968154805112,0,18,4.952079874055823,62,0
PLY-00063,0.7649988574160256,0.6254781569139363,25.419300235294664,0,18.44459608868413,1,51,87.34200246032076,0.9443097395191401,0.43999757199854206,0.2470198381164267,1,45,1.5562363748756574,4,0
PLY-00064,0.6347183200005908,0.32049116167801617,82.02137049360286,3,97.33486837459057,3,4,466.37303800372905,0.4381782907522135,0.29576486514118105,0.4155024624318001,0,53,3.9593666601519852,16,0
PLY-00065,0.5535794006579958,0.9761283906917078,168.1179382725211,2,81.2190551851192,3,2,123.55964418450999,0.6903312613561945,0.8838666668118358,0.3679228300368189,1,44,2.8684686273370055,4,0
PLY-00066,0.5592071607454135,0.39967613516363687,95.41020891725952,3,86.07333618648696,5,47,331.1344019156432,0.5752676766640311,0.036634941803544874,0.8980618225582724,0,55,1.4592866373984494,64,1
PLY-00067,0.3039500980626122,0.6854277207610142,175.09297580639574,2,48.290783237107114,2,32,78.08261176913255,0.5017159168522074,0.6338804696362723,0.45523573828796426,0,6,5.072921139880278,58,0
PLY-00068,0.030817834567939406,0.02322758234675848,54.00205833035794,1,83.72015493375974,3,18,97.05084617438887,0.616577623556849,0.9061813657481139,0.6943089332962156,0,40,2.2857445770995968,4,0
PLY-00069,0.43671738923236236,0.40006144613475536,95.77269074966932,8,30.677408357720516,3,37,439.6191094499888,0.8983423062024289,0.976670366806066,0.794038904643829,1,60,5.6393436361025895,8,1
PLY-00070,0.2145846728195292,0.8751076133225116,156.1202346075853,1,76.19481785641752,0,14,74.0166100512809,0.6993123756941095,0.6501305992980432,0.6279035807471762,1,32,3.629136284008911,21,0
PLY-00071,0.40852864372463615,0.6102274444332458,86.20290027413644,6,14.045015838902264,0,12,9.37529336813958,0.5324800794552211,0.9499229570223799,0.9436944983249147,0,57,3.329804897616061,19,0
PLY-00072,0.8534030732681661,0.44394288639597634,57.51285350693223,6,30.70519159625087,0,22,250.61659476313812,0.6451859606659763,0.07565946262506729,0.8025075292560081,0,21,2.828182693206475,42,0
PLY-00073,0.23393948586534075,0.9359374994357259,155.4308117810399,5,44.57326633597328,3,54,431.36340663146734,0.6063942805090216,0.35927834599623976,0.40020662767486315,1,54,2.7036898942096794,40,0
PLY-00074,0.05830274168906602,0.8539843761472291,76.28120970834352,8,32.23197181434219,2,46,162.99552270781237,0.4331212074863131,0.008714697326733689,0.9508118432576832,0,57,4.998814511604071,28,0
PLY-00075,0.28138389202199654,0.32221567382293825,100.2229594802398,0,38.70171156241836,5,11,64.08113532285526,0.6247640101304504,0.9811837721908184,0.5245748332713341,0,37,4.226254672173693,13,0
PLY-00076,0.2935937577666836,0.5445484020413396,176.00960129057475,2,82.0104744783698,4,34,491.1154147828189,0.4435698001641636,0.9027264787666992,0.022577322944895895,0,42,4.755295721178824,52,1
PLY-00077,0.6619165147268951,0.4898242560924627,41.70216010849686,1,25.667589214216758,0,53,338.3693147447067,0.7576143778719123,0.028052556248201355,0.2600132796528968,1,31,2.8159628778616472,63,0
PLY-00078,0.5570321523412783,0.6322025001148623,61.238108242431565,5,74.52811721545723,0,58,425.34531597407823,0.9689124835222855,0.018132650459765975,0.6217295870372666,0,19,1.937904735865045,51,0
PLY-00079,0.7838982091064135,0.3341112669587556,15.28183201187279,5,7.371206911165185,2,46,376.06913616446184,0.9598653574972292,0.36696949410636615,0.15681490232443673,0,32,0.9777587019050008,65,0
PLY-00080,0.6643135403273875,0.24420500076588825,76.61241068470896,8,76.57391075150608,5,7,349.1211369945951,0.8207357864249805,0.2585379667909018,0.5840680448932036,0,58,4.771607944912246,74,1
PLY-00081,0.4063868614400705,0.9126718352555361,44.031183199426124,3,79.2023242829773,0,14,192.28203356546015,0.6017588970594852,0.8469322772425022,0.3615980223075298,1,0,2.784020367847373,68,0
PLY-00082,0.8140203846660347,0.9238744994985063,125.60593901934153,2,40.1698775502482,1,13,162.1699966018197,0.7493319880707405,0.1604844032718623,0.534385480058274,1,12,3.3007297565317564,52,0
PLY-00083,0.1669729199077039,0.843322885761979,40.824647990194904,8,72.24778231674705,0,9,358.47929794723706,0.1780482952575544,0.7906494627008573,0.0018748478732528717,1,30,3.0813877935837493,4,0
PLY-00084,0.022712073133860478,0.9782044307645613,124.71816790899784,6,91.51384037450991,2,10,358.35650408861505,0.47901845731392256,0.5544596999906632,0.8484213546686984,0,20,2.871258210030821,27,0
PLY-00085,0.09004786077564175,0.7449915257796885,54.79082279218401,6,80.07129735545269,5,19,475.29419202454665,0.25730476499136434,0.3773917714049878,0.36192548777552835,0,38,4.261447673873174,34,1
PLY-00086,0.7223593505964503,0.7646672285619996,70.38703180060396,4,39.044651039695985,4,33,284.32990892416115,0.003494981109347095,0.14571976173337875,0.14015843427795305,0,21,3.8480376366723474,57,0
PLY-00087,0.4618772302513874,0.7625900919626407,69.30631084788757,4,48.421351428006446,2,24,147.31055289383676,0.966737574672076,0.997691305959671,0.43791585700507996,1,40,5.84629589254368,68,1
PLY-00088,0.1612717790336018,0.4806076309423065,131.84779752781358,3,77.93575447858055,0,25,244.76439966523873,0.8638485618518413,0.6179861209215367,0.4861772934888341,0,6,1.263971492070774,51,0
PLY-00089,0.5010447751033635,0.45645219451427166,89.30657473351832,6,29.259458984912357,2,14,306.8569083629596,0.5136986184699268,0.43938223256799425,0.6374027104961889,1,20,3.654356222779942,29,0
PLY-00090,0.15231210271316842,0.24022627614900316,71.42081280495613,1,80.38827403088735,3,9,213.36489978845623,0.2541522881190068,0.37112755655273166,0.5245624403522797,0,42,0.8478208987127269,63,0
PLY-00091,0.696320375077736,0.6448191943592905,154.9458622367065,8,32.80711425609412,1,60,395.5665616797741,0.6929752101992367,0.9057282306308553,0.04352358206706264,0,28,4.9435513028950995,56,1
PLY-00092,0.4461562755740307,0.28932013610233454,107.23160635900446,1,80.59905823855381,4,36,292.30660610791887,0.4348010845499275,0.821191808190761,0.8715123220777647,0,43,3.889712332881012,64,1
PLY-00093,0.3810212260964825,0.2578084097023544,46.35123961725962,4,8.680044335072335,5,14,4.717863813825273,0.8033495334226994,0.8111857883682237,0.4565089317869613,1,38,2.8560834879589585,47,0
PLY-00094,0.3015120891478765,0.5859613740960548,163.01551728442604,2,4.439729691059013,1,49,284.9199441160042,0.9995181101809494,0.6161984729623928,0.07698777253300892,1,20,4.912296100541703,52,0
PLY-00095,0.6302825931188885,0.4099823882250432,68.2505503257189,5,99.76754473698223,1,50,316.80189297093045,0.3490826074898701,0.8879565826958018,0.7728282365291851,1,26,3.0025143467036806,28,0
PLY-00096,0.3618126105533904,0.2188566087946322,16.626494181344466,6,86.94571232346891,0,58,457.63062577203533,0.24440304347804775,0.2992783721220704,0.6601544187830682,0,58,1.7528235242239596,32,0
PLY-00097,0.087649919316101,0.8160560167528311,94.082038075657,8,88.28475034662038,4,9,206.86083683209426,0.26738248879475823,0.7037061351632893,0.6494377727692218,1,58,3.098754186106853,22,0
PLY-00098,0.11800590212051532,0.860569919294376,31.069469254949226,7,95.12799476066175,2,39,287.2338296356792,0.09334624568067196,0.4044477423918925,0.42691400173556104,1,2,0.8895748815053655,20,0
PLY-00099,0.9618976645495145,0.16769951967778096,50.53929543167623,2,43.831630941448786,1,59,237.49872535718697,0.3940461965001554,0.5999988085596921,0.4104970626209884,0,43,5.4382361030166315,52,0
PLY-00100,0.908580690707607,0.007507032799999869,137.0088483568599,1,28.68355546801522,1,49,265.82821423444267,0.017425052716909306,0.9981530006126929,0.5363386363873428,1,29,4.520271061039536,31,0
PLY-00101,0.6997071338107496,0.3361299685293737,32.22780827397416,7,13.002499501790298,0,13,33.65203533449823,0.1143955574012756,0.9845247806753183,0.05059441289910327,1,0,4.681736824182653,10,0
PLY-00102,0.2658699614595196,0.7975108356807525,147.18051814018605,4,50.120913353846454,2,54,448.64183376655075,0.2716957472726703,0.5126190164674482,0.29895776421792086,0,38,5.309713172101432,2,1
PLY-00103,0.9691763773477239,0.8391738662343244,169.27423898226212,0,22.004832047660784,4,25,455.20616991581284,0.15986277590948073,0.5738634521648246,0.9878941735623735,0,1,4.85364923848296,69,1
PLY-00104,0.7787509039657946,0.13832907011604922,113.1104570693506,7,93.55508567393197,1,29,274.0298049213163,0.7321590995007252,0.897321769137301,0.6621924891280758,0,19,2.875189246393919,35,1
PLY-00105,0.7168901891589956,0.7743359011830512,130.76106264388096,5,0.40031624427790957,0,34,278.2777578604728,0.10560479086790031,0.985635712513855,0.4189341654173221,1,42,1.152500208389973,46,0
PLY-00106,0.44936150214378867,0.11570416730942945,131.30972368426094,0,14.319673774312157,2,47,28.778017971977267,0.8659941050245247,0.7786078026260798,0.22236310294045303,0,49,2.55350628989524,73,0
PLY-00107,0.272241561845159,0.3900625901565292,178.77735273597563,7,24.647585308342677,4,7,298.9752565598784,0.22111450371095287,0.0651844579586307,0.7452093619002335,0,25,5.6374659290884725,9,1
PLY-00108,0.0963909621534993,0.9986095150119159,68.06150457427589,5,19.895671159319505,2,32,214.57589493958125,0.10859061697156769,0.32263973434386395,0.2602903097061914,1,49,5.719997701772588,75,0
PLY-00109,0.9026023965438417,0.1925908232309098,37.68561371125942,5,22.57784365797103,1,49,354.52181511721864,0.010106644431258527,0.8965623399203079,0.16237010384629535,0,51,4.723289760380876,56,0
PLY-00110,0.45577628983361107,0.15396358257762643,98.25842993543465,7,65.60476050611784,0,33,23.562458297786193,0.7152050043221464,0.7683525058504805,0.15451490023428727,0,27,1.6243682068926313,51,0
PLY-00111,0.20236336479523032,0.4228003325467935,100.6524676713904,4,32.75120783131492,4,16,355.44384136474486,0.256616745938542,0.7422330710244271,0.7292632791647324,0,10,1.5694742215528834,34,0
PLY-00112,0.3059566241506525,0.6196685259698614,40.245123010344564,4,61.50243819033733,5,3,143.44691191615695,0.5094986051377748,0.6679232304681411,0.6428102542887174,1,40,5.338743309843962,57,0
PLY-00113,0.579219568941896,0.9329007824132532,114.22860122900371,5,89.02579336462912,4,33,325.852665226554,0.11161604667215574,0.4152638496323835,0.06980609937123061,0,0,1.2805375765611862,16,0
PLY-00114,0.1767727829392317,0.9808211455330342,12.401204691060075,1,60.2556765525702,3,42,313.5629876560615,0.9852959232362493,0.4032413203447017,0.11504281536220251,0,54,3.7127561253286907,24,0
PLY-00115,0.8566142840923755,0.06964063659139463,167.70362841721766,1,69.45327912863814,4,33,113.42074231611626,0.1253847390699553,0.808932487590801,0.6338468673535771,1,23,2.580384252534873,77,0
PLY-00116,0.7585195298352101,0.13799751734790533,54.97762722961448,7,36.55032982213573,2,59,220.22617260813337,0.4119259266418782,0.2937802917650709,0.571116101872159,0,46,2.161060543786471,22,0
PLY-00117,0.7194629559509368,0.7907379738959939,16.725235426332606,1,15.973846762270917,0,36,417.81662952666227,0.8516495023344659,0.6848318727009735,0.6859990603718135,1,44,4.225601141223392,58,0
PLY-00118,0.4320930397751037,0.27063215227086046,28.402405050725697,4,32.058406244990614,2,31,302.79582179738696,0.24488694848040682,0.7262085234239566,0.17803890836326197,0,28,5.777629921585658,75,0
PLY-00119,0.6273088407024432,0.8848490595063606,50.842321207539094,2,96.4282648704108,4,3,34.369150989205735,0.2669717853461734,0.8445559893615288,0.7265879062171671,1,59,4.776985560321642,48,0
PLY-00120,0.5840979689127356,0.6634532572290868,56.564048663027684,2,62.181138445313714,3,34,221.45441566041484,0.8084995158907329,0.3198855907070157,0.9360964673305497,1,48,3.1738942620585466,24,0
PLY-00121,0.64984660155482,0.11184480238067718,15.577699914613873,5,27.75111194340152,5,10,155.8857293889585,0.2733396571920127,0.7418892668382021,0.6010503145354412,1,53,2.92391329511219,68,0
PLY-00122,0.08444432113988909,0.8325292849240071,57.49031807293395,7,45.09152671621038,5,44,320.82283945581634,0.0028713110948129783,0.10648989757868688,0.19613001964278387,0,5,5.492153035773128,66,1
PLY-00123,0.41580740217060963,0.17635638000807585,42.80009520389196,3,83.55130374309944,1,9,307.28197064763043,0.4279137204899498,0.13806172895190472,0.6795438552841065,0,29,3.679589041605647,44,0
PLY-00124,0.04161417386189248,0.4234953946796538,74.36555766386816,1,66.84435707057736,0,55,5.199050755070267,0.01253520967847499,0.41733604017340153,0.3430816835460644,1,58,3.2315146268640738,9,0
PLY-00125,0.49399081924451893,0.55218492855933,75.47851535051477,2,56.065284072916825,1,18,303.8477547092315,0.9097922838293668,0.05522577635524728,0.04928774638572142,0,49,4.255597282422827,35,0
PLY-00126,0.3298612123327853,0.5007661490802783,67.63131590248945,1,88.5162876633841,5,26,367.42482699246835,0.6418132241792209,0.9476983214653384,0.30233869535249847,0,27,1.8043459942123954,34,0
PLY-00127,0.1445241888660469,0.6861629156151504,65.74706020021968,7,67.24395722167903,4,8,384.36501620078775,0.5830142662212422,0.9018958105093605,0.905585101950132,1,4,0.8505451816618382,15,0
PLY-00128,0.10340296772255164,0.6526867348692552,25.25431721601271,2,64.27297307910955,0,12,29.487885194980578,0.2015895108623631,0.048933695525843146,0.4111393201759752,1,17,5.203112922669392,32,0
PLY-00129,0.587644572177712,0.9920420055280549,14.284841011447568,3,18.976813721076812,0,56,151.82920855493447,0.6999461854286363,0.8383117218922788,0.8646653380310924,1,34,3.839939353847013,12,0
PLY-00130,0.1705929685368861,0.9994219092241878,44.35943102659932,0,10.638868301240779,3,17,210.63678027576194,0.6772546436783458,0.5088741740900253,0.5086593435227916,1,39,1.4068240567378785,56,0
PLY-00131,0.9251201183767972,0.5164594026356409,138.63040266082461,4,96.51421170573991,3,31,89.8858538974559,0.060463573925364944,0.7019628883735499,0.5169779889596,1,56,2.1392635957541097,34,0
PLY-00132,0.581061139700395,0.09519908696086399,178.43766014369075,8,59.88583701003527,5,59,210.3669355825049,0.8808465308105725,0.8869311692981873,0.005216321064894336,0,5,5.944634319242419,59,1
PLY-00133,0.34686980453483707,0.7278432989687184,167.84944975974594,3,41.56834091464291,4,38,35.56476791279617,0.5794133629298055,0.5769744870776986,0.6371040732889721,0,24,3.989329978550104,36,1
PLY-00134,0.5909154914814168,0.9766640782165892,95.71729044142067,5,58.902082091021754,1,2,56.60864150352579,0.7924668810386102,0.11632710028462945,0.10781384503042024,1,16,3.9986167753191735,57,0
PLY-00135,0.022803871029697498,0.3183263876290203,100.41005548224882,1,6.181196107171538,0,21,334.3473814217097,0.2629140721288442,0.0025786104865862525,0.4787484146820543,1,58,0.8969001476479712,59,0
PLY-00136,0.9585592132414453,0.4612088858375738,63.47886673609324,1,82.21272739041068,3,23,131.2862305800775,0.12204779975345414,0.49692153225144653,0.2603168556580989,0,10,5.829454538341625,12,0
PLY-00137,0.48230343694290023,0.4247769248154559,141.56970456840156,6,21.664553556433596,3,16,355.70292373978623,0.7024495731867846,0.9492321321243601,0.39238296582931487,0,13,5.410305892572963,35,1
PLY-00138,0.7827352272502862,0.05141915455692936,140.00863694855028,0,80.4546006317947,5,14,24.05426400833399,0.7938826862551621,0.5726218716131959,0.5370773556668008,0,18,3.5128034324477126,60,1
